Test Case, Status, error
test_04_vpc_off_without_static_nat, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T12:51:02+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'420b53de-33bf-4039-8eff-27923e6447e6', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_offerings
test_05_vpc_off_without_pf, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T12:51:15+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'1a01b51b-a744-4ad0-a891-28aa6525c3d3', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_offerings
test_06_vpc_off_invalid_services, PASSED, None
test_07_update_vpc_off, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T12:51:51+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'da6972b4-70dc-4316-9889-5e1f4e6ce8d6', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_offerings
test_08_list_vpc_off, PASSED, None
ContextSuite context=TestVPCRouterOneNetwork>:setup, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T12:51:51+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'23ee0e7d-badf-4a33-a6bc-d8a986fe9b8c', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_routers
ContextSuite context=TestVPCRoutersBasic>:setup, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T12:52:02+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'b3637544-a484-4032-8226-88fd2e1b59e2', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_routers
ContextSuite context=TestVMLifeCycleBothIsolated>:setup, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:19:31+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'24931ac5-11c9-495a-91a8-4fa0a64d397a', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vm_life_cycle
ContextSuite context=TestVMLifeCycleDiffHosts>:setup, FAILED, Warning: Exception during setup : Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:19:37+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'f28b43f4-0581-4119-8b2c-f0e62f11fd87', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vm_life_cycle
ContextSuite context=TestVMLifeCycleSharedNwVPC>:setup, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:19:43+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'19ed519b-c64d-4f87-ada3-c605585da4c7', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vm_life_cycle
ContextSuite context=TestVMLifeCycleStoppedVPCVR>:setup, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:19:49+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'f68aa857-296c-4e0c-a92c-ecc61fab5752', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vm_life_cycle
ContextSuite context=TestVMLifeCycleVPC>:setup, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:20:00+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'06998b34-5e46-4de6-b04e-df71f230fb1a', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vm_life_cycle
test_01_deploy_vms_in_network, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:13:45+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'54dd5fcb-4176-4942-a3e8-ca07763271fd', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vms_deployment
test_02_deploy_vms_delete_network, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:14:01+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'e128f243-773b-413f-bd17-fd8a493be822', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vms_deployment
test_03_deploy_vms_delete_add_network, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:14:17+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'3fdc2f41-4107-4f51-83b1-d19ed551ba25', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vms_deployment
test_04_deploy_vms_delete_add_network_noLb, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:14:29+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'875b3540-9350-4551-91e1-2fab95e196f9', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vms_deployment
test_05_create_network_max_limit, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:14:39+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'87dc7c5e-3412-47cb-864e-d8fe9c33b281', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vms_deployment
test_06_delete_network_vm_running, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:15:00+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'5fdf2508-a25f-42ed-86b8-bc84c1ef0f0f', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vms_deployment
test_07_delete_network_with_rules, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:15:16+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'8787b79b-25b4-4197-8237-5c52d0ab1ed2', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vms_deployment
test_08_ip_reallocation_CS5986, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:15:27+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'44e3b54c-9c2b-4edf-8ad5-a9f7b3dc3ba4', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_vms_deployment
test_01_VPN_user_limit, PASSED, None
test_02_use_vpn_port, PASSED, None
test_03_enable_vpn_use_port, PASSED, None
test_04_add_new_users, PASSED, None
test_05_add_duplicate_user, PASSED, None
test_06_add_VPN_user_global_admin, PASSED, None
test_07_add_VPN_user_domain_admin, PASSED, None
test_CLOUDSTACK_5023, SKIPPED, None
test_CLOUDSTACK_6181_stoppedvm_root_resize, SKIPPED, None
test_CLOUDSTACK_6181_vm_root_resize, SKIPPED, None
test_add_cluster_datacenter_spaces, SKIPPED, None
test_es_1223_apply_algo_to_pods, SKIPPED, None
test_es_1236_cloudstack_sccs, PASSED, None
test_es_1863_register_template_s3_domain_admin_user, REGRESSION, argument of type 'NoneType' is not iterable   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=bugs
test_es_47_list_os_types_win_2012, FAILED, Error in downloading template: status - Storage agent or storage VM disconnected   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=bugs
test_local_storage_data_disk_tag, SKIPPED, None
test_multiple_mgmt_srvr_session_timeout, PASSED, None
test_secondary_storage_stats, REGRESSION, check the total capacity of secondary storage returned   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=bugs
test_01_host_maintenance_mode, FAILED, SSH Access failed for 192.168.200.245: SSH connection has Failed. Waited 600s. Error is SSH Connection Failed   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=high_availability
test_02_host_maintenance_mode_with_activities, FAILED, SSH Access failed for 192.168.200.94: SSH connection has Failed. Waited 600s. Error is SSH Connection Failed   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=high_availability
test_01_vm_deployment_with_compute_offering_with_ha_enabled, FIXED, None
test_02_no_vm_creation_on_host_with_haenabled, FIXED, None
test_03_cant_migrate_vm_to_host_with_ha_positive, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T19:26:58+0000', cmd : u'org.apache.cloudstack.api.command.admin.vm.MigrateVMCmd', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'7c4806d5-79fd-46c1-a331-6d897114db0b', jobresultcode : 530, jobresulttype : u'object', jobresult : {errorcode : 530, errortext : u'Job failed due to exception Unable to complete migration for VM[User|i-710-878-VM]'}, accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=host_high_availabi
test_04_cant_migrate_vm_to_host_with_ha_negative, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T19:30:11+0000', cmd : u'org.apache.cloudstack.api.command.admin.vm.MigrateVMCmd', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'3eac3ef4-391a-476f-a0a1-95fca0b04744', jobresultcode : 530, jobresulttype : u'object', jobresult : {errorcode : 530, errortext : u'The specified host(s-872-VM) is not suitable to migrate the VM, please specify another one'}, accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=host_high_availabi
test_05_no_vm_with_ha_gets_migrated_to_ha_host_in_live_migration, FIXED, None
test_06_no_vm_without_ha_gets_migrated_to_ha_host_in_live_migration, FIXED, None
runTest, FAILED, sequence item 0: expected string, NoneType found   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=multiple_ip_ranges_0
test_createRvRNetwork, PASSED, None
test_createRvRNetwork, PASSED, None
test_createRvRNetworkOffering, PASSED, None
test_redundantVR_internals, FAILED, 'CloudStackAPIClient' object has no attribute 'connction'   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=redundant_router
test_01_stopMasterRvR, PASSED, None
test_02_stopBackupRvR, PASSED, None
test_03_rebootMasterRvR, PASSED, None
test_04_rebootBackupRvR, PASSED, None
test_05_stopBackupRvR_startInstance, PASSED, None
test_RvR_multicluster, SKIPPED, None
test_RvR_multihosts, PASSED, None
test_RvR_multipods, SKIPPED, None
test_RvR_multiprimarystorage, SKIPPED, None
test_applyNetworkRules_MasterDown_deleteNetworkRules, FAILED, SSH to guest VM failed: SSH connection has Failed. Waited 600s. Error is SSH Connection Failed   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=redundant_router_n
test_applyRules_restartRvRNetwork, FAILED, SSH to guest VM failed: SSH connection has Failed. Waited 600s. Error is SSH Connection Failed   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=redundant_router_n
test_apply_and__delete_NetworkRulesOnRvR, FAILED, SSH to guest VM failed: SSH connection has Failed. Waited 600s. Error is SSH Connection Failed   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=redundant_router_n
test_networkRules_afterRebootRouters, FAILED, SSH to guest VM failed: SSH connection has Failed. Waited 600s. Error is SSH Connection Failed   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=redundant_router_n
ContextSuite context=TestVMLifeCycleHostmaintenance>:setup, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T19:41:49+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'e1761966-1d94-4668-b321-db454fa9911a', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=vpc_host_maintenan
test_01_create_vpc_host_maintenance, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T18:47:19+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'e9f5bab5-aedd-4e55-bd64-81b769c2f35f', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=vpc_on_host_mainte
test_02_create_vpc_wait_gc, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T18:49:30+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'c45ebf30-fac4-47f4-98f3-a3e7e70e1f5f', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Serial&test=vpc_on_host_mainte
