Test Case, Status, error
test_02_multiple_domains_secondary_storage_counts, FAILED, Warning: Exception during cleanup : Job failed: {jobprocstatus : 0, created : u'2014-10-05T13:36:07+0000', cmd : u'org.apache.cloudstack.api.command.admin.domain.DeleteDomainCmd', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'7f22e71f-0d56-4777-8ddf-e980ba7fc574', jobresultcode : 530, jobresulttype : u'object', jobresult : {errorcode : 530, errortext : u"Can't delete the domain yet because it has 1 accounts to cleanup"}, accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ss_domain_limits
test_03_copy_template, SKIPPED, None
test_01_register_template_1_root_domain_admin, PASSED, None
test_01_register_template_2_child_domain_admin, PASSED, None
test_02_create_template_snapshot_1_root_domain_admin, FAILED, Failed to create template: Execute cmd: createtemplate failed, due to: errorCode: 431, errorText:Snapshot id=15 is not in BackedUp state yet and can't be used for template creation   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ss_limits
test_02_create_template_snapshot_2_child_domain_admin, FAILED, Failed to create template: Execute cmd: createtemplate failed, due to: errorCode: 431, errorText:Snapshot id=16 is not in BackedUp state yet and can't be used for template creation   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ss_limits
test_03_register_iso_1_root_domain_admin, PASSED, None
test_03_register_iso_2_child_domain_admin, PASSED, None
test_04_copy_template_1_root_domain_admin, SKIPPED, None
test_04_copy_template_2_child_domain_admin, SKIPPED, None
test_01_deploy_vm_domain_limit_reached, FIXED, None
test_02_deploy_vm_account_limit_reached, FIXED, None
test_03_deploy_vm_project_limit_reached, FIXED, None
test_01_register_template_with_project, FAILED, Failed to register template: Error in downloading template: status -     Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ss_project_limits
test_01_register_template_with_project, FAILED, Warning: Exception during cleanup : Job failed: {jobprocstatus : 0, created : u'2014-10-05T13:36:48+0000', cmd : u'org.apache.cloudstack.api.command.admin.domain.DeleteDomainCmd', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'a0b4788c-b3c4-4b11-9909-e19716483c69', jobresultcode : 530, jobresulttype : u'object', jobresult : {errorcode : 530, errortext : u"Can't delete the domain yet because it has 1 accounts to cleanup"}, accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ss_project_limits
test_02_register_iso, PASSED, None
test_01_deploy_ha_vm_startvm_false, PASSED, None
test_02_deploy_ha_vm_from_iso, FIXED, None
test_03_deploy_ha_vm_iso_startvm_false, PASSED, None
test_deployVmOnGivenHost, PASSED, None
test_01_deploy_vm_no_startvm, PASSED, None
test_02_deploy_vm_startvm_true, PASSED, None
test_03_deploy_vm_startvm_false, PASSED, None
test_04_deploy_startvm_false_attach_volume, PASSED, None
test_05_deploy_startvm_false_change_so, PASSED, None
test_06_deploy_startvm_attach_detach, PASSED, None
test_07_deploy_startvm_attach_iso, PASSED, None
test_08_deploy_attached_volume, PASSED, None
test_09_stop_vm_migrate_vol, SKIPPED, None
test_deploy_vm_password_enabled, PASSED, None
test_01_deploy_vm_no_startvm, PASSED, None
test_upload_attach_volume, REGRESSION, Failed to upload the volume: Error in uploading volume: status - Allocated   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=stopped_vm
test_vm_per_account, PASSED, None
test_01_migrate_vm_with_volume, SKIPPED, None
test_02_migrate_volume, SKIPPED, None
test_01_lbrule_tag, PASSED, None
test_02_natrule_tag, PASSED, None
test_03_firewallrule_tag, PASSED, None
test_04_vpn_tag, SKIPPED, None
test_05_vm_tag, PASSED, None
test_06_template_tag, FAILED, List tags should not return empty response   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=tags
test_07_iso_tag, PASSED, None
test_08_volume_tag, PASSED, None
test_09_snapshot_tag, PASSED, None
test_10_network_tag, PASSED, None
test_13_tag_case_insensitive, PASSED, None
test_14_special_char_mutiple_tags, PASSED, None
test_15_project_tag, FAILED, List tags should not return empty response   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=tags
test_16_query_tags_other_account, PASSED, None
test_17_query_tags_admin_account, PASSED, None
test_18_invalid_list_parameters, PASSED, None
test_19_delete_add_same_tag, PASSED, None
test_20_create_tags_multiple_resources, PASSED, None
test_21_create_tag_stopped_vm, PASSED, None
test_22_create_tag_destroyed_vm, PASSED, None
test_01_create_template, PASSED, None
test_01_create_template_volume, FIXED, None
test_03_delete_template, PASSED, None
test_04_template_from_snapshot, FAILED, Execute cmd: createtemplate failed, due to: errorCode: 431, errorText:Snapshot id=29 is not in BackedUp state yet and can't be used for template creation   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=templates
test_update_vm_name, PASSED, None
test_01_ISO_usage, PASSED, None
test_01_lb_usage, PASSED, None
test_01_nat_usage, PASSED, None
test_01_public_ip_usage, PASSED, None
test_01_snapshot_usage, FAILED, Check SNAPSHOT.CREATE event in events table   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=usage
test_01_template_usage, FAILED, Check TEMPLATE.CREATE event in events table   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=usage
test_01_vm_usage, PASSED, None
test_01_volume_usage, PASSED, None
test_01_vpn_usage, PASSED, None
ContextSuite context=TestVMPasswordEnabled>:setup, FAILED, SSH connection has Failed. Waited 600s. Error is SSH Connection Failed   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vm_passwdenabled
ContextSuite context=TestAffinityRules>:setup, SKIPPED, None
ContextSuite context=TestAntiAffinityRules>:setup, SKIPPED, None
ContextSuite context=TestVMPlacement>:setup, SKIPPED, None
test_01_volume_attach_detach, FAILED, Exception occuered: Job failed: {jobprocstatus : 0, created : u'2014-10-05T13:31:26+0000', jobresult : {errorcode : 530, errortext : u'Command failed due to Internal Server Error'}, cmd : u'org.apache.cloudstack.api.command.admin.volume.AttachVolumeCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'dc0bfbd8-880e-45b9-8452-de0c2f5a055f', jobresultcode : 530, jobinstanceid : u'ad0f800f-cea3-4a4b-95ab-4a65f02f05c2', jobresulttype : u'object', jobinstancetype : u'Volume', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=volumes
test_01_volume_attach_detach, FAILED, Execute cmd: deletevolume failed, due to: errorCode: 431, errorText:Please specify a volume that is not attached to any VM.   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=volumes
test_01_volume_attach, FAILED, Exception occured: Job failed: {jobprocstatus : 0, created : u'2014-10-05T13:36:59+0000', jobresult : {errorcode : 530, errortext : u'Command failed due to Internal Server Error'}, cmd : u'org.apache.cloudstack.api.command.admin.volume.AttachVolumeCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'62d37ab7-a900-4e70-ad0c-a624bdbb8960', jobresultcode : 530, jobinstanceid : u'a8812469-885e-4f47-8e5d-483d9943d4f5', jobresulttype : u'object', jobinstancetype : u'Volume', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=volumes
test_02_volume_attach_max, PASSED, None
test_01_volume_iso_attach, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T13:43:38+0000', jobresult : {errorcode : 530, errortext : u'Command failed due to Internal Server Error'}, cmd : u'org.apache.cloudstack.api.command.admin.volume.AttachVolumeCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'80c4155a-69a9-4a29-b8e7-6d93f79c1a94', jobresultcode : 530, jobinstanceid : u'f57e9797-aabb-4452-8701-eb49f512316a', jobresulttype : u'object', jobinstancetype : u'Volume', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=volumes
test_deployVmWithCustomDisk, PASSED, None
test_01_migrateVolume, FAILED, global name 'validateList' is not defined   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=volumes
test_01_attach_volume, PASSED, None
test_02_detach_volume, PASSED, None
test_03_delete_detached_volume, PASSED, None
test_create_volume_under_domain, PASSED, None
test_01_list_vpc_apis, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:16:31+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'ceebd388-d8fd-4dcc-9f40-37579ced8ceb', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_02_restart_vpc_no_networks, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:16:41+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'b3ff6f80-4f31-477b-8f2b-e9a80c226162', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_03_restart_vpc_with_networks, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:16:52+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'54ec5f51-5fce-4167-8d56-de5bf75ae79d', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_04_delete_vpc_no_networks, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:17:02+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'aa737b8e-57de-4675-8953-aeb6dc3b6505', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_05_delete_vpc_with_networks, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:17:13+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'2bda44bd-6341-4869-b998-38aa87f8fb5f', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_06_list_vpc_apis_admin, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:17:23+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'bb4ba53a-9d40-48eb-b80d-e0679dbc6084', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_07_restart_network_vm_running, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:17:44+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'0eb9f7d5-5f08-4565-a482-97c452f5b7a6', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_08_delete_vpc, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:18:00+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'daada7dd-b3dd-48df-be41-8aeba839d573', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_09_vpc_create, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:18:11+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'36da94c2-a598-4943-bdcd-19960b43604d', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_10_nonoverlaping_cidrs, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:18:21+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'0e5e35a9-b193-4aec-a5b7-ec1f5a303e3a', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_11_deploy_vm_wo_network_netdomain, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:18:32+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'81172dd5-c5f2-460c-b68a-e73536d7fb10', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_12_deploy_vm_with_netdomain, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:18:42+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'78b6386b-7555-4315-af9a-59d76b3623f0', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_13_deploy_vm_with_vpc_netdomain, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:18:53+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'ba748fe2-c542-4563-b615-f06342ac0ce0', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_14_deploy_vm_1, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:19:04+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.user.vpc.CreateVPCCmd', userid : u'eb3e06c7-332e-4848-8ca0-00b9bf56f84d', jobstatus : 2, jobid : u'3a63991f-f198-439f-b352-2c7615a52fee', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'8ed754bd-c56a-42ef-9631-0911923d35ff'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_15_deploy_vm_2, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:19:20+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.user.vpc.CreateVPCCmd', userid : u'c54e29b2-c7d2-4fef-ad32-8d4a45e3bbd0', jobstatus : 2, jobid : u'34b399b8-de2d-4628-9d51-de4bc3c3ef1b', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'73021ee4-c09b-4340-8ca1-0b5a07dc16cb'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_16_deploy_vm_for_user_by_admin, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:19:36+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'7273673a-e8fa-4697-b8c3-67439263969b', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_17_deploy_vm_for_user_by_domain_admin, PASSED, None
test_18_create_net_for_user_diff_domain_by_doadmin, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:20:09+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.user.vpc.CreateVPCCmd', userid : u'1739befb-4e3f-4279-ab05-6e01932b8904', jobstatus : 2, jobid : u'58ac11e0-428a-4316-975f-75701f8f120d', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'40ff8e54-8279-4157-8b2a-ba6d58d42cb3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_19_create_vpc_wo_params, PASSED, None
test_20_update_vpc_name_display_text, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:20:35+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'75497fd9-f240-426b-8a60-6f2ea0a1356e', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc
test_01_create_vpc_offering_with_distributedrouter_service_capability, PASSED, None
test_02_create_vpc_from_offering_with_distributedrouter_service_capability, SKIPPED, None
test_03_deploy_vms_in_vpc_with_distributedrouter, SKIPPED, None
test_01_create_network_1_network_offering, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:13:40+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'6b77f69b-00ee-49e3-980f-e426776a7961', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_network
test_01_create_network_2_network_offering_vpcns, SKIPPED, None
test_02_create_network_fail_1_network_offering, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:13:56+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'51c97c26-1158-46a8-b702-0c660d4e3257', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_network
test_02_create_network_fail_2_network_offering_vpcns, SKIPPED, None
test_04_create_multiple_networks_with_lb_1_network_offering, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:14:12+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'acd88a98-aa4e-47e9-9e79-3fa49f0cb791', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_network
test_04_create_multiple_networks_with_lb_2_network_offering_vpcns, SKIPPED, None
test_06_create_network_with_rvr, SKIPPED, None
test_07_create_network_unsupported_services, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:14:34+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'9116ed85-7e40-4bfe-be24-17d60b0d3e30', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_network
test_08_create_network_without_sourceNAT, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:14:45+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'fb8a0e6d-0f44-4d47-997f-1f013aa44e5c', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_network
test_09_create_network_shared_nwoff_1_network_off_shared, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:15:01+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'dd0f6c9c-7d94-41a7-8b47-7e030c9fb5db', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_network
test_09_create_network_shared_nwoff_2_network_offering_vpcns, SKIPPED, None
test_10_create_network_with_conserve_mode_1_network_offering, PASSED, None
test_10_create_network_with_conserve_mode_2_network_offering_vpcns, PASSED, None
ContextSuite context=TestVPCNetworkGc>:setup, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:15:33+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'95f2ddd0-7deb-45ab-95a6-326def5092ac', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_network
test_01_create_network_outside_range_1_network_offering, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T05:15:44+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'334e4cdd-984a-4107-99d3-9a6413cac648', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=vpc_network
test_01_create_network_outside_range_2_network_offering_vpcns, SKIPPED, None
